Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.6,Volkswagen,Diesel Comfortline 1.2L
Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.8,Maruti,ZDi
Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.5,Ford,Diesel EXI
Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.64,Toyota,Crysta 2.8 GX AT
Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,7.0,Hyundai,Fe 4x4 AT
Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87,Honda,i-VTEC V
Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.27,Hyundai,1.2 Magna Executive
Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,18.12,Mercedes-Benz,C-Class C 220d Avantgarde Edition C
Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65,Chevrolet,Diesel LT
Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.2,Hyundai,Sportz 1.4 CRDi
Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.3,Toyota,2.5 Z Diesel 7 Seater
Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.9,Maruti,VDI
Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.75,Toyota,2.5 V Diesel 7-seater
Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086.0,,5.0,0.95,Hyundai,Xing XO eRLX Euro II
Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.09,Honda,i VTEC V
Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,18.5,BMW,sDrive20d
Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75,Hyundai,i10 CRDi Era
Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45,Maruti,1.3 Alpha
Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5,Skoda,Leisure 1.6 TDI MT
Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1.8,Hyundai,CRDi
Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3.7,Volkswagen,GT 1.5 TDI
Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17,Honda,1.2 VX i VTEC
Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75,Hyundai,Era
Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99,Hyundai,2.0 e-VGT 2WD AT GLS
Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.65,Toyota,Crysta 2.4 ZX MT
Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85,Maruti,MPI CARGO BSIII W/ IMMOBILISER
Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5.95,Maruti,VXI BSIV
Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,Hyundai,i10 Magna
Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75,Maruti,VDI
Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6,Hyundai,CRDi 1.6 SX
Hyderabad,2006,99000,Petrol,Manual,First,,1086.0,,5.0,1.75,Hyundai,Xing XL
Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8,Hyundai,1.2 Sportz
Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,61.29,Mercedes-Benz,350d
Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18.0,Mercedes-Benz,C-Class C 220 CDI CLASSIC
Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35,Maruti,ZDi
Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75,Hyundai,1.6 CRDi SX
Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,Maruti,Vxi
Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0,Renault,110PS Diesel RXZ Option
Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65,Fiat,Punto 1.3 Emotion Pack (Diesel)
Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.77,BMW,xDrive30d M Sport
Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25,Hyundai,Sportz
Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8,Toyota,2.5 G4 Diesel 7-seater
Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55,Maruti,VXI BSII
Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15,Maruti,VDI
Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0,Mahindra,VLX 2.2 mHawk Airbag BSIV
Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75,Tata,Quadrajet 1.3 75PS XE
Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5,Ford,1.0 Ecoboost Titanium Plus
Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35,Maruti,Dzire ZDI
Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26,Maruti,800 LXI
Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21,Honda,1.5 S MT
Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70.36,Audi,3.0 TDI Quattro Technology
Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95,Skoda,1.9 TDI AT Ambiente
Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28,Hyundai,1.6 SX VTVT (O)
Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57,Honda,1.5 V AT
Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11,Hyundai,Magna Optional 1.4 CRDi
Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96,Hyundai,Sportz AT 1.4
Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7,Volkswagen,Diesel Highline
Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9,Honda,i VTEC VX
Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25,Tata,Quadrajet 1.3 75PS XE
Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0,BMW,Series 2003-2012 520d
Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35,Maruti,R LXI Minor
Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85,Honda,VX
Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7,Volkswagen,2007-2011 2.0 TDI Comfortline
Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1,Hyundai,Magna 1.2
Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64,Mercedes-Benz,C-Class C 220 CDI Avantgarde
Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8,Hyundai,Magna 1.2 iTech SE
Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25,Toyota,Crysta 2.4 ZX MT
Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78,Audi,2011-2015 2.0 TDI Technology
Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26,Toyota,2.5 VX (Diesel) 7 Seater
Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89,Volkswagen,Petrol Trendline 1.2L
Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,Maruti,K10 LXI
Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69,Honda,i-VTEC CVT ZX
Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58,Tata,LX
Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77,Audi,2011-2015 2.0 TDI Premium Plus
Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26,Mercedes-Benz,Class 200 CDI SPORT
Chennai,2006,58000,Petrol,Manual,Second,,1086.0,,5.0,1.5,Hyundai,Xing XL
Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,,5.0,2.5,Maruti,VDI BSIV
Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,Maruti,VXI AT
Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0,Mercedes-Benz,250d
Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0,Land Rover,Range Rover HSE Dynamic
Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65,Volkswagen,Diesel Trendline
Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05,Maruti,8 Seater BSIV
Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13,Honda,1.2 VX MT
Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5,Tata,Delux
Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85,Tata,Vista Aura 1.3 Quadrajet
Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65,Maruti,R LXI BS IV
Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6,Mahindra,W8 4WD
Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25,Tata,LS Dicor
Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25,Maruti,Paseo VXI
Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45,Honda,2.4 A/T
Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7,Maruti,Dzire VDi
Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8,Ford,EXi 1.4 TDCi Ltd
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8,Honda,ZX GXi
Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95,Audi,2011-2015 2.0 TDI Premium Plus
Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0,BMW,Series 640d Gran Coupe
Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62.67,Audi,45 TDI Quattro Technology
Pune,2008,42496,CNG,Manual,First,11.309,998.0,67.1,5.0,1.4,Maruti,Estilo LXI Green (CNG)
Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5,Hyundai,1.4 CRDi Asta
Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95,Hyundai,Sportz AT
Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86,Honda,1.2 V CVT i VTEC
Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15,Maruti,VDI BSIV
Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3,Hyundai,Asta 1.2
Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55,Volkswagen,Petrol Comfortline 1.2L
Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti,LXi
Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5,Toyota,H4
Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4,Maruti,LXi
Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4,Tata,ELAN Quadrajet BS IV
Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25,Maruti,LXi
Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5,Skoda,Ambition Plus 2.0 TDI AT
Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8,Toyota,H4
Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66,Hyundai,Asta Option 1.2
Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15,Maruti,Brezza LDi
Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda,1.5 V MT
Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5,Tata,Vista Aqua 1.3 Quadrajet
Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45,Honda,S i-Dtech
Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55,Hyundai,D Lite Plus
Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99,BMW,Series Luxury Line
Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25,Hyundai,1.6 SX
Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9,Tata,Club Class Quadrajet90 LS
Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05,Skoda,RS
Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75,Maruti,K10 VXI
Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75,Ford,1.5 DV5 MT Titanium Optional
Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95,Chevrolet,1.0 LS
Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52.0,Jaguar,2.0 Diesel Portfolio
Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91,Honda,RVi MT
Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3,Skoda,L&K 1.8 TSI AT
Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7,Hyundai,Magna 1.2
Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,Maruti,LDI
Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2,Maruti,Dzire VXi AT
Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75,Nissan,Diesel XV
Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25,Maruti,Dzire Tour LDI
Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25,Ford,Classic 1.4 Duratorq CLXI
Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65,Maruti,LX
Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0,Mini,Cooper S
Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25,Toyota,GD
Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,Maruti,800 2016-2019 LXI
Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9,Maruti,VXi
Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75,BMW,3.0d
Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25,Nissan,XV
Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77,Hyundai,i10 AT Asta
Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49,Maruti,Brezza ZDi Plus
Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95,Audi,3.0 TDI Quattro Premium Plus
Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0,Mercedes-Benz,Class 200 CDI
Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0,Maruti,AC
Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1,Renault,85PS Diesel RxL
Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5,Toyota,Altis D-4D GL
Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0,Mercedes-Benz,C-Class 220
Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2,Maruti,VDi
Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48,Honda,i-VTEC V CVT
Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0,Hyundai,1.1 CRDi Base
Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5,Mercedes-Benz,2009-2013 E250 CDI Avantgarde
Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77,Mercedes-Benz,Class B180
Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0,Mercedes-Benz,2015-2017 E250 Edition E
Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75,Honda,i VTEC VX Option
Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,,5.0,1.95,Hyundai,Xing XL eRLX Euro III
Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,Honda,1.5 S MT
Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5,Hyundai,Transform VTVT
Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5,Jaguar,Portfolio
Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,Honda,S i-Vtech
Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0,Mini,Convertible 1.6
Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62.81,Mercedes-Benz,Class 2005 2013 S 350 CDI
Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,Hyundai,Magna Plus
Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,Maruti,R VXI BS IV
Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91,Maruti,LDi
Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0,BMW,Series 320d Sedan
Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5,Tata,XT EX 4X2
Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5,Audi,35 TDI Attraction
Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0,Land Rover,Range Rover 2.2L Dynamic
Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0,Mercedes-Benz,2007 2012 350 CDI Luxury
Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0,Mitsubishi,Sport 4X2 AT DualTone BlackTop
Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92,Maruti,LX
Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75,Maruti,R LXI BSIII
Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83,Land Rover,Range Rover 2.2L Prestige
Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95,Hyundai,1.6 SX VTVT
Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5,BMW,Series 525d Sedan
Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95,Jaguar,Diesel
Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,Skoda,Elegance 1.8 TSI AT
Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71,Audi,35 TDI Quattro Premium
Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67,Land Rover,Range Rover 2.2L Pure
Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0,Mercedes-Benz,C-Class 220 CDI AT
Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05,Mahindra,S10 4WD
Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5,BMW,Series Luxury Line
Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5,Honda,i-VTEC S MT
Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25,Volvo,2006-2013 D5
Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8,Hyundai,GLE
Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9,Hyundai,Active SX Petrol
Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,70.99,Mercedes-Benz,43 AMG Coupe
Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25,Hyundai,Magna Plus
Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5,Hyundai,i10 SportZ Edition
Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35,Honda,1.5 EXI S
Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25,Volkswagen,Petrol Trendline 1.2L
Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5,Audi,35 TFSI Matrix
Hyderabad,2010,42021,Diesel,Manual,First,,1968.0,,5.0,5.45,Volkswagen,2007-2011 1.9 L TDI
Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03,Hyundai,1.6 SX Plus Dual Tone Petrol
Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5,Mercedes-Benz,C-Class C 200 CGI Avantgarde
Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5,Mini,Convertible S
Pune,2006,108000,Petrol,Manual,Second,17.0,1086.0,,5.0,1.2,Hyundai,Xing XO eRLX Euro II
Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75,Toyota,VD
Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2,Honda,S MT
Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89,Maruti,Alpha Automatic
Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58,Skoda,Ambiente 2.0 TDI CR AT
Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06,Hyundai,Era Plus
Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37,Renault,1.5 Diesel RXL
Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25.82,BMW,Series 2003-2012 GT 530d LE
Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74,Maruti,800 LXI
Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,22.0,Volvo,D3
Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45,Maruti,R LXI BSII
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0,Honda,ZX GXi
Kochi,2017,31841,CNG,Manual,First,6.492999999999999,1196.0,73.0,5.0,4.7,Maruti,5 STR With AC Plus HTR CNG
Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75,Chevrolet,1.4 LS 8
Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7,Mahindra,ZLX
Coimbatore,2012,50243,Petrol,Manual,First,,1086.0,,5.0,3.35,Hyundai,GLS I - Euro I
Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,Hyundai,D Lite
Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77,Hyundai,1.6 SX Plus Petrol Automatic
Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1,Volkswagen,1.6 Comfortline
Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65,Honda,2006-2010 1.8 S AT
Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5,Tata,Vista Quadrajet LS
Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53,Mahindra,W8 2WD
Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98,Hyundai,1.2 Asta Option
Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39.0,Audi,30 TDI quattro Premium Plus
Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25,Maruti,VXi
Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85,Mitsubishi,Sports
Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5,Toyota,2.5 V Diesel 7-seater
Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5,Maruti,LDi
Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92,Maruti,Delta DDiS 200 SH
Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,20.37,Audi,35 TDI Quattro Premium Plus
Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,36.5,BMW,Series Luxury Line
Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,48.91,Audi,4.2 TDI Quattro Technology
Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2,Hyundai,2015-2017 Asta 1.2
Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99,Renault,110PS Diesel RxL
Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25,Hyundai,1.1 CRDi S Celebration Edition
Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5,Ford,1.5 DV5 MT Titanium
